Show_id,age_group,gender,country,region,subscription_plan,monthly_fee,subscription_start_date,subscription_end_date,payment_method,discount_applied,churn_status,title,content_type,genre,language,release_year,device_type,watch_time_minutes,session_count,completion_percentage,date_watched,time_of_day,rating,liked,recommendation_source,days_since_last_watch,avg_weekly_watch_time,content_diversity_score,User_status,Engagement_Level,Completion_group,Viwer_Type
U102501,30,Female,Canada,North America,Basic,8.99,2024-05-13,2026-02-07,Bank Transfer,No,Active,Comedy Title 1713,Movie,Comedy,Yoruba,2013,TV,50,1,83,2024-12-03,Night,3,No,Trending,22,119,0.55,Active,low,High Completion,Casual viewer
U102502,17,Male,India,Asia,Standard,13.99,2022-11-12,2024-02-25,Wallet,No,Cancelled,Drama Title 2113,Series,Drama,Japanese,2012,Mobile,90,3,100,2023-07-16,Night,3,No,Trending,24,264,0.92,Active,low,High Completion,Heavy viewer
U102503,50,Male,UK,Europe,Basic,8.99,2022-01-17,2026-02-07,Bank Transfer,No,Active,Comedy Title 2192,Movie,Comedy,Portuguese,2020,TV,50,1,83,2022-08-07,Evening,3,No,Search,23,226,0.69,Active,low,High Completion,Casual viewer
U102504,40,Female,UK,Europe,Premium,17.99,2022-10-09,2026-02-07,Wallet,Yes,Active,Thriller Title 1854,Series,Thriller,French,2004,TV,119,3,99,2023-04-06,Morning,5,Yes,Ads,13,367,0.59,Active,low,High Completion,Heavy viewer
U102505,30,Male,France,Europe,Standard,13.99,2023-08-09,2023-12-22,Bank Transfer,No,Cancelled,Documentary Title 1392,Series,Documentary,German,2000,TV,74,2,82,2023-11-18,Night,5,Yes,Trending,49,354,0.96,At Risk,low,High Completion,Heavy viewer
U102506,30,Male,UK,Europe,Standard,13.99,2022-10-15,2026-02-07,Card,No,Active,Documentary Title 631,Series,Documentary,German,2011,Laptop,71,2,78,2023-02-14,Morning,4,Yes,Algorithm,13,267,0.54,Active,low,Medium,Heavy viewer
U102507,21,Male,Germany,Europe,Basic,8.99,2024-02-13,2025-07-27,Wallet,No,Cancelled,Thriller Title 2548,Series,Thriller,German,2001,Mobile,56,1,93,2024-10-10,Evening,3,No,Ads,52,152,0.35,At Risk,low,High Completion,Casual viewer
U102508,60,Female,Nigeria,Africa,Premium,17.99,2022-11-26,2026-02-07,Card,No,Active,Documentary Title 1270,Series,Documentary,English,2005,Mobile,115,3,95,2023-02-01,Night,3,No,Ads,7,305,0.57,Active,low,High Completion,Heavy viewer
U102509,21,Male,Canada,North America,Premium,17.99,2022-07-05,2026-02-07,Bank Transfer,Yes,Active,Sci-Fi Title 2667,Movie,Sci-Fi,English,2020,TV,119,3,99,2023-01-21,Night,2,No,Ads,24,407,0.88,Active,low,High Completion,Heavy viewer
U102510,40,Male,India,Asia,Standard,13.99,2023-11-11,2026-02-07,Wallet,No,Active,Drama Title 1896,Movie,Drama,Portuguese,2016,Mobile,83,2,92,2023-12-29,Morning,3,No,Algorithm,27,314,0.34,Active,low,High Completion,Heavy viewer
U102511,17,Female,France,Europe,Premium,17.99,2022-06-11,2026-02-07,Bank Transfer,Yes,Active,Animation Title 1026,Movie,Animation,English,2012,TV,150,5,100,2022-09-23,Night,4,Yes,Ads,3,374,0.96,Active,low,High Completion,Heavy viewer
U102512,50,Male,Brazil,South America,Standard,13.99,2023-04-23,2026-02-07,Bank Transfer,No,Active,Documentary Title 2097,Series,Documentary,English,2015,TV,97,3,100,2023-11-24,Afternoon,1,No,Friend,35,209,0.54,At Risk,low,High Completion,Casual viewer
U102513,50,Female,Nigeria,Africa,Standard,13.99,2023-01-22,2026-02-07,Bank Transfer,No,Active,Action Title 1150,Series,Action,German,2020,Mobile,100,3,100,2023-08-03,Morning,3,No,Search,16,245,0.45,Active,low,High Completion,Casual viewer
U102514,50,Male,India,Asia,Standard,13.99,2024-02-25,2024-06-28,Wallet,No,Cancelled,Thriller Title 229,Series,Thriller,Japanese,2004,Mobile,66,2,73,2024-08-29,Evening,4,Yes,Ads,14,283,0.31,Active,low,Medium,Heavy viewer
U102515,60,Male,India,Asia,Standard,13.99,2024-01-18,2026-02-07,Bank Transfer,No,Active,Sci-Fi Title 1802,Movie,Sci-Fi,Yoruba,2004,Laptop,79,2,87,2024-03-18,Afternoon,4,Yes,Friend,4,318,0.54,Active,low,High Completion,Heavy viewer
U102516,60,Female,Germany,Europe,Standard,13.99,2022-07-15,2026-02-07,Card,No,Active,Comedy Title 2129,Series,Comedy,Hindi,2015,TV,92,3,100,2022-12-18,Afternoon,2,No,Ads,30,241,0.21,Active,low,High Completion,Casual viewer
U102517,60,Male,UK,Europe,Basic,8.99,2024-03-18,2025-03-15,Card,No,Cancelled,Sci-Fi Title 2147,Movie,Sci-Fi,Hindi,2015,TV,38,1,63,2024-07-05,Morning,2,No,Ads,41,105,0.52,At Risk,low,Medium,Casual viewer
U102518,17,Male,South Africa,Africa,Premium,17.99,2022-06-16,2026-02-07,Card,No,Active,Sci-Fi Title 1008,Series,Sci-Fi,Japanese,2019,Tablet,121,4,100,2023-02-18,Morning,2,No,Search,39,359,0.3,At Risk,low,High Completion,Heavy viewer
U102519,21,Male,UK,Europe,Premium,17.99,2024-06-05,2026-02-07,Bank Transfer,No,Active,Documentary Title 499,Series,Documentary,Hindi,2000,Tablet,110,3,91,2025-03-28,Evening,2,No,Trending,56,397,0.39,At Risk,low,High Completion,Heavy viewer
U102520,50,Female,Germany,Europe,Basic,8.99,2022-08-02,2023-09-09,Wallet,No,Cancelled,Drama Title 2478,Series,Drama,German,2012,Mobile,70,2,100,2023-03-26,Afternoon,5,Yes,Ads,59,183,0.44,At Risk,low,High Completion,Casual viewer
U102521,50,Female,Canada,North America,Basic,8.99,2022-05-28,2026-02-07,Card,No,Active,Comedy Title 1699,Series,Comedy,English,2019,TV,67,2,100,2022-11-24,Morning,3,No,Algorithm,35,189,0.48,At Risk,low,High Completion,Casual viewer
U102522,17,Male,USA,North America,Basic,8.99,2022-04-06,2026-02-07,Wallet,No,Active,Drama Title 2991,Series,Drama,Portuguese,2013,Mobile,43,1,71,2023-01-24,Night,5,Yes,Ads,13,180,0.32,Active,low,Medium,Casual viewer
U102523,17,Female,Japan,Asia,Basic,8.99,2023-07-01,2026-02-07,Bank Transfer,No,Active,Sci-Fi Title 1707,Series,Sci-Fi,English,2009,TV,56,1,93,2024-03-10,Night,5,Yes,Ads,10,205,0.68,Active,low,High Completion,Casual viewer
U102524,40,Female,USA,North America,Standard,13.99,2024-01-19,2026-02-07,Bank Transfer,Yes,Active,Romance Title 1799,Movie,Romance,French,2010,TV,80,2,88,2024-03-06,Evening,5,Yes,Search,35,250,0.37,At Risk,low,High Completion,Casual viewer
U102525,30,Male,Brazil,South America,Standard,13.99,2023-02-20,2026-02-07,Bank Transfer,No,Active,Animation Title 2890,Movie,Animation,Yoruba,2002,Tablet,79,2,87,2023-07-04,Evening,4,Yes,Trending,14,315,0.95,Active,low,High Completion,Heavy viewer
U102526,30,Male,Germany,Europe,Premium,17.99,2023-03-22,2023-06-28,Wallet,No,Cancelled,Animation Title 88,Series,Animation,Portuguese,2012,TV,108,3,90,2023-06-26,Night,2,No,Search,22,290,0.51,Active,low,High Completion,Heavy viewer
U102527,60,Female,India,Asia,Premium,17.99,2024-01-25,2026-02-07,Wallet,No,Active,Action Title 2806,Movie,Action,Portuguese,2002,TV,138,4,100,2024-10-30,Evening,2,No,Search,58,316,0.28,At Risk,low,High Completion,Heavy viewer
U102528,40,Male,UK,Europe,Standard,13.99,2023-01-29,2026-02-07,Bank Transfer,No,Active,Thriller Title 2176,Movie,Thriller,Portuguese,2013,TV,83,2,92,2023-03-17,Night,4,Yes,Friend,55,313,0.82,At Risk,low,High Completion,Heavy viewer
U102529,50,Female,France,Europe,Standard,13.99,2023-03-06,2026-02-07,Card,No,Active,Romance Title 244,Series,Romance,Portuguese,2004,TV,91,3,100,2023-08-12,Afternoon,3,No,Friend,1,292,0.39,Active,low,High Completion,Heavy viewer
U102530,21,Female,France,Europe,Premium,17.99,2022-08-30,2026-02-07,Bank Transfer,Yes,Active,Romance Title 2426,Movie,Romance,Japanese,2003,Tablet,126,4,100,2023-05-17,Night,3,No,Trending,49,361,0.64,At Risk,low,High Completion,Heavy viewer
U102531,50,Male,France,Europe,Basic,8.99,2022-01-30,2026-02-07,Wallet,No,Active,Action Title 2408,Movie,Action,Hindi,2015,TV,74,2,100,2022-07-02,Afternoon,3,No,Trending,11,190,0.62,Active,low,High Completion,Casual viewer
U102532,50,Female,USA,North America,Standard,13.99,2022-08-06,2026-02-07,Card,Yes,Active,Sci-Fi Title 2075,Movie,Sci-Fi,Portuguese,2000,TV,85,2,94,2023-05-20,Afternoon,3,No,Ads,48,274,0.28,At Risk,low,High Completion,Heavy viewer
U102533,50,Female,Germany,Europe,Standard,13.99,2023-01-04,2026-02-07,Wallet,No,Active,Thriller Title 642,Movie,Thriller,Yoruba,2006,Mobile,89,2,98,2023-05-20,Afternoon,5,Yes,Search,54,242,0.29,At Risk,low,High Completion,Casual viewer
U102534,50,Male,South Africa,Africa,Basic,8.99,2023-12-30,2026-02-07,Wallet,No,Active,Documentary Title 648,Series,Documentary,German,2004,Laptop,45,1,75,2024-01-28,Afternoon,4,Yes,Friend,22,139,0.52,Active,low,Medium,Casual viewer
U102535,50,Female,South Africa,Africa,Standard,13.99,2022-01-09,2026-02-07,Bank Transfer,Yes,Active,Documentary Title 546,Movie,Documentary,English,2019,Laptop,93,3,100,2022-05-17,Morning,3,No,Algorithm,17,278,0.3,Active,low,High Completion,Heavy viewer
U102536,40,Female,USA,North America,Premium,17.99,2023-01-04,2026-02-07,Card,No,Active,Romance Title 902,Movie,Romance,Yoruba,2023,TV,129,4,100,2023-02-22,Evening,2,No,Search,23,368,0.6,Active,low,High Completion,Heavy viewer
U102537,30,Male,France,Europe,Standard,13.99,2023-10-04,2024-04-13,Bank Transfer,No,Cancelled,Comedy Title 2934,Series,Comedy,German,2010,Tablet,83,2,92,2024-07-12,Night,3,No,Trending,22,265,0.99,Active,low,High Completion,Heavy viewer
U102538,21,Male,Japan,Asia,Basic,8.99,2022-07-03,2026-02-07,Card,No,Active,Drama Title 2754,Series,Drama,English,2022,TV,65,2,100,2022-10-19,Night,2,No,Ads,35,147,0.51,At Risk,low,High Completion,Casual viewer
U102539,40,Male,France,Europe,Basic,8.99,2023-09-17,2024-09-16,Card,No,Cancelled,Romance Title 1124,Series,Romance,Portuguese,2005,Mobile,73,2,100,2024-02-06,Night,4,Yes,Algorithm,41,130,0.98,At Risk,low,High Completion,Casual viewer
U102540,17,Female,USA,North America,Basic,8.99,2024-05-04,2025-10-31,Wallet,Yes,Cancelled,Animation Title 2168,Series,Animation,Portuguese,2013,Mobile,58,1,96,2024-12-11,Night,2,No,Friend,47,241,0.98,At Risk,low,High Completion,Casual viewer
U102541,40,Female,Brazil,South America,Standard,13.99,2023-02-24,2026-02-07,Card,Yes,Active,Romance Title 1642,Series,Romance,German,2012,TV,73,2,81,2023-10-03,Morning,3,No,Algorithm,19,305,0.74,Active,low,High Completion,Heavy viewer
U102542,17,Male,France,Europe,Basic,8.99,2023-03-19,2026-02-07,Card,No,Active,Documentary Title 1042,Movie,Documentary,Hindi,2005,TV,61,2,100,2023-06-09,Night,5,Yes,Search,15,289,0.43,Active,low,High Completion,Heavy viewer
U102543,21,Male,South Africa,Africa,Standard,13.99,2024-01-19,2026-02-07,Bank Transfer,No,Active,Sci-Fi Title 2419,Series,Sci-Fi,Yoruba,2005,Laptop,85,2,94,2024-09-11,Afternoon,5,Yes,Friend,21,256,0.94,Active,low,High Completion,Heavy viewer
U102544,21,Male,Japan,Asia,Standard,13.99,2023-09-07,2026-02-07,Wallet,No,Active,Drama Title 806,Movie,Drama,Portuguese,2014,Mobile,107,3,100,2023-11-20,Morning,3,No,Friend,14,278,0.96,Active,low,High Completion,Heavy viewer
U102545,21,Female,Nigeria,Africa,Basic,8.99,2022-01-21,2026-02-07,Bank Transfer,No,Active,Thriller Title 643,Series,Thriller,French,2012,TV,69,2,100,2022-03-09,Night,3,No,Search,40,132,0.23,At Risk,low,High Completion,Casual viewer
U102546,17,Male,Germany,Europe,Premium,17.99,2022-04-09,2026-02-07,Card,No,Active,Romance Title 2017,Movie,Romance,Japanese,2022,Mobile,134,4,100,2022-10-13,Morning,4,Yes,Trending,6,402,0.85,Active,low,High Completion,Heavy viewer
U102547,40,Male,India,Asia,Basic,8.99,2022-05-03,2026-02-07,Bank Transfer,No,Active,Sci-Fi Title 1116,Movie,Sci-Fi,English,2002,Mobile,61,2,100,2022-10-12,Evening,2,No,Search,54,95,0.93,At Risk,low,High Completion,Casual viewer
U102548,60,Male,France,Europe,Basic,8.99,2022-02-08,2026-02-07,Card,No,Active,Action Title 1600,Series,Action,Hindi,2004,Laptop,38,1,63,2022-07-05,Morning,3,No,Search,25,254,0.87,Active,low,Medium,Heavy viewer
U102549,30,Male,Canada,North America,Premium,17.99,2023-09-30,2026-02-07,Wallet,No,Active,Sci-Fi Title 144,Movie,Sci-Fi,Japanese,2018,Mobile,112,3,93,2024-01-10,Morning,2,No,Search,20,319,0.71,Active,low,High Completion,Heavy viewer
U102550,17,Female,France,Europe,Standard,13.99,2024-04-09,2026-02-07,Card,No,Active,Romance Title 2802,Movie,Romance,French,2008,Tablet,91,3,100,2025-01-20,Night,2,No,Ads,26,333,0.42,Active,low,High Completion,Heavy viewer
U102551,21,Female,Nigeria,Africa,Standard,13.99,2023-05-15,2026-02-07,Bank Transfer,No,Active,Documentary Title 876,Series,Documentary,Hindi,2016,Laptop,83,2,92,2024-02-18,Night,2,No,Search,50,273,0.35,At Risk,low,High Completion,Heavy viewer
U102552,30,Female,France,Europe,Premium,17.99,2023-02-18,2026-02-07,Bank Transfer,No,Active,Drama Title 2165,Movie,Drama,Japanese,2012,Tablet,98,3,81,2023-08-18,Night,2,No,Friend,4,374,0.98,Active,low,High Completion,Heavy viewer
U102553,50,Female,Nigeria,Africa,Standard,13.99,2024-05-17,2026-02-07,Card,No,Active,Action Title 829,Series,Action,French,2002,Laptop,91,3,100,2024-10-09,Evening,5,Yes,Search,8,259,0.63,Active,low,High Completion,Heavy viewer
U102554,60,Female,France,Europe,Standard,13.99,2023-04-21,2024-05-17,Bank Transfer,No,Cancelled,Action Title 2177,Movie,Action,French,2024,TV,89,2,98,2024-02-14,Night,2,No,Trending,34,279,0.88,At Risk,low,High Completion,Heavy viewer
U102555,60,Female,Japan,Asia,Basic,8.99,2022-01-27,2023-02-08,Wallet,No,Cancelled,Documentary Title 1263,Movie,Documentary,Portuguese,2007,TV,72,2,100,2022-03-16,Evening,4,Yes,Friend,45,186,0.21,At Risk,low,High Completion,Casual viewer
U102556,30,Male,Canada,North America,Standard,13.99,2024-03-21,2026-02-07,Wallet,No,Active,Documentary Title 620,Series,Documentary,German,2005,Mobile,90,3,100,2024-05-25,Evening,2,No,Ads,43,210,0.86,At Risk,low,High Completion,Casual viewer
U102557,21,Female,Japan,Asia,Premium,17.99,2024-03-11,2026-02-07,Wallet,No,Active,Documentary Title 957,Series,Documentary,Hindi,2011,Tablet,105,3,87,2024-10-14,Afternoon,2,No,Trending,35,333,0.28,At Risk,low,High Completion,Heavy viewer
U102558,21,Female,Nigeria,Africa,Standard,13.99,2022-09-04,2024-03-19,Wallet,No,Cancelled,Sci-Fi Title 985,Series,Sci-Fi,English,2001,Mobile,88,2,97,2022-10-26,Night,2,No,Ads,47,264,0.9,At Risk,low,High Completion,Heavy viewer
U102559,50,Female,USA,North America,Basic,8.99,2023-11-19,2026-02-07,Card,No,Active,Romance Title 313,Series,Romance,Yoruba,2002,Mobile,66,2,100,2024-04-23,Night,3,No,Algorithm,6,154,0.96,Active,low,High Completion,Casual viewer
U102560,21,Male,Nigeria,Africa,Basic,8.99,2022-04-26,2026-02-07,Card,No,Active,Romance Title 1944,Series,Romance,English,2008,Laptop,60,2,100,2023-01-27,Evening,4,Yes,Search,46,186,0.41,At Risk,low,High Completion,Casual viewer
U102561,17,Male,Canada,North America,Premium,17.99,2023-03-03,2026-02-07,Wallet,No,Active,Sci-Fi Title 1072,Series,Sci-Fi,Hindi,2006,TV,124,4,100,2023-12-16,Evening,4,Yes,Trending,56,335,0.86,At Risk,low,High Completion,Heavy viewer
U102562,60,Male,France,Europe,Standard,13.99,2022-03-06,2026-02-07,Wallet,No,Active,Thriller Title 122,Movie,Thriller,German,2016,TV,115,3,100,2022-08-15,Afternoon,2,No,Trending,55,264,0.78,At Risk,low,High Completion,Heavy viewer
U102563,60,Male,Nigeria,Africa,Premium,17.99,2023-10-05,2026-02-07,Wallet,No,Active,Comedy Title 1743,Series,Comedy,Japanese,2004,Mobile,140,4,100,2024-02-15,Night,5,Yes,Ads,56,371,0.78,At Risk,low,High Completion,Heavy viewer
U102564,50,Female,UK,Europe,Basic,8.99,2022-04-21,2026-02-07,Card,No,Active,Action Title 2270,Series,Action,French,2019,TV,68,2,100,2022-05-02,Morning,2,No,Algorithm,48,165,0.48,At Risk,low,High Completion,Casual viewer
U102565,30,Male,Japan,Asia,Premium,17.99,2023-11-21,2026-02-07,Card,No,Active,Romance Title 574,Series,Romance,Portuguese,2012,TV,119,3,99,2024-01-18,Evening,4,Yes,Ads,56,299,0.21,At Risk,low,High Completion,Heavy viewer
U102566,60,Female,Canada,North America,Standard,13.99,2024-03-21,2026-02-07,Wallet,No,Active,Animation Title 1044,Series,Animation,Yoruba,2012,TV,80,2,88,2024-09-22,Evening,4,Yes,Ads,38,281,0.8,At Risk,low,High Completion,Heavy viewer
U102567,17,Female,France,Europe,Basic,8.99,2023-07-14,2026-02-07,Wallet,No,Active,Documentary Title 44,Series,Documentary,Hindi,2021,TV,48,1,80,2024-02-03,Morning,4,Yes,Search,10,230,0.98,Active,low,High Completion,Casual viewer
U102568,50,Male,Japan,Asia,Standard,13.99,2022-11-07,2026-02-07,Card,No,Active,Comedy Title 2769,Series,Comedy,Yoruba,2014,Laptop,81,2,90,2022-12-31,Evening,3,No,Trending,12,295,0.6,Active,low,High Completion,Heavy viewer
U102569,40,Female,France,Europe,Standard,13.99,2023-06-03,2026-02-07,Card,Yes,Active,Romance Title 1596,Movie,Romance,Yoruba,2017,Laptop,88,2,97,2023-07-03,Night,3,No,Search,24,262,0.39,Active,low,High Completion,Heavy viewer
U102570,40,Female,South Africa,Africa,Basic,8.99,2022-12-16,2026-02-07,Wallet,Yes,Active,Sci-Fi Title 915,Movie,Sci-Fi,French,2020,Laptop,58,1,96,2023-01-25,Evening,4,Yes,Algorithm,30,135,0.94,Active,low,High Completion,Casual viewer
U102571,17,Male,India,Asia,Standard,13.99,2022-08-28,2026-02-07,Bank Transfer,Yes,Active,Romance Title 2876,Series,Romance,Yoruba,2005,TV,102,3,100,2022-11-09,Afternoon,2,No,Search,9,234,0.66,Active,low,High Completion,Casual viewer
U102572,50,Female,Canada,North America,Standard,13.99,2023-10-17,2026-02-07,Bank Transfer,No,Active,Action Title 2320,Movie,Action,German,2001,Mobile,67,2,74,2024-02-09,Evening,4,Yes,Algorithm,0,189,0.72,Active,low,Medium,Casual viewer
U102573,21,Male,Nigeria,Africa,Standard,13.99,2023-01-09,2023-02-11,Card,No,Cancelled,Comedy Title 155,Series,Comedy,Japanese,2010,Mobile,77,2,85,2023-06-26,Afternoon,5,Yes,Search,39,289,0.46,At Risk,low,High Completion,Heavy viewer
U102574,17,Female,France,Europe,Standard,13.99,2023-04-09,2026-02-07,Card,Yes,Active,Comedy Title 2845,Movie,Comedy,French,2007,Laptop,78,2,86,2023-10-16,Morning,4,Yes,Algorithm,57,251,0.39,At Risk,low,High Completion,Heavy viewer
U102575,30,Female,France,Europe,Premium,17.99,2023-03-25,2026-02-07,Wallet,Yes,Active,Romance Title 2280,Movie,Romance,Portuguese,2002,Laptop,118,3,98,2023-05-10,Evening,3,No,Ads,25,315,0.73,Active,low,High Completion,Heavy viewer
U102576,40,Male,USA,North America,Standard,13.99,2022-06-08,2026-02-07,Bank Transfer,No,Active,Sci-Fi Title 1768,Movie,Sci-Fi,French,2004,Laptop,95,3,100,2022-11-20,Morning,2,No,Algorithm,12,265,0.78,Active,low,High Completion,Heavy viewer
U102577,60,Female,France,Europe,Premium,17.99,2024-03-25,2026-02-07,Bank Transfer,No,Active,Action Title 1877,Series,Action,French,2000,TV,136,4,100,2024-07-16,Evening,3,No,Trending,52,351,0.41,At Risk,low,High Completion,Heavy viewer
U102578,17,Female,Brazil,South America,Basic,8.99,2023-04-17,2026-02-07,Card,Yes,Active,Animation Title 2922,Movie,Animation,French,2013,TV,99,3,100,2023-05-19,Evening,2,No,Ads,43,174,0.26,At Risk,low,High Completion,Casual viewer
U102579,40,Female,South Africa,Africa,Basic,8.99,2023-10-20,2026-02-07,Wallet,Yes,Active,Drama Title 2877,Series,Drama,English,2005,Mobile,60,2,100,2024-01-06,Afternoon,3,No,Algorithm,18,208,0.56,Active,low,High Completion,Casual viewer
U102580,50,Male,South Africa,Africa,Premium,17.99,2024-05-29,2026-02-07,Wallet,No,Active,Comedy Title 86,Series,Comedy,Hindi,2021,Mobile,113,3,94,2024-08-26,Evening,5,Yes,Friend,16,340,0.43,Active,low,High Completion,Heavy viewer
U102581,60,Female,USA,North America,Standard,13.99,2022-09-30,2026-02-07,Bank Transfer,Yes,Active,Documentary Title 176,Movie,Documentary,Hindi,2012,Laptop,100,3,100,2022-10-05,Evening,4,Yes,Search,21,299,0.86,Active,low,High Completion,Heavy viewer
U102582,21,Male,France,Europe,Standard,13.99,2022-02-07,2026-02-07,Bank Transfer,Yes,Active,Comedy Title 2941,Series,Comedy,Hindi,2003,TV,87,2,96,2022-11-02,Afternoon,2,No,Friend,55,226,0.84,At Risk,low,High Completion,Casual viewer
U102583,17,Male,South Africa,Africa,Standard,13.99,2022-09-29,2026-02-07,Card,No,Active,Documentary Title 2063,Movie,Documentary,Hindi,2000,TV,113,3,100,2022-12-23,Morning,4,Yes,Ads,25,313,0.83,Active,low,High Completion,Heavy viewer
U102584,17,Male,Canada,North America,Standard,13.99,2023-05-23,2026-02-07,Wallet,Yes,Active,Comedy Title 1577,Series,Comedy,German,2006,Laptop,95,3,100,2024-02-18,Morning,4,Yes,Trending,12,258,0.41,Active,low,High Completion,Heavy viewer
U102585,30,Female,India,Asia,Standard,13.99,2022-10-25,2026-02-07,Card,No,Active,Action Title 1913,Series,Action,Hindi,2002,TV,105,3,100,2023-06-15,Evening,3,No,Ads,55,285,0.46,At Risk,low,High Completion,Heavy viewer
U102586,17,Female,France,Europe,Standard,13.99,2022-09-09,2024-02-08,Wallet,No,Cancelled,Action Title 506,Movie,Action,German,2011,Laptop,98,3,100,2023-04-25,Morning,3,No,Search,39,271,0.72,At Risk,low,High Completion,Heavy viewer
U102587,50,Female,France,Europe,Basic,8.99,2024-02-24,2026-02-07,Wallet,No,Active,Romance Title 1947,Movie,Romance,Yoruba,2019,TV,74,2,100,2024-03-18,Evening,3,No,Friend,20,212,0.72,Active,low,High Completion,Casual viewer
U102588,40,Female,South Africa,Africa,Basic,8.99,2024-01-21,2026-02-07,Bank Transfer,No,Active,Sci-Fi Title 2256,Movie,Sci-Fi,Hindi,2006,TV,54,1,90,2024-02-05,Morning,2,No,Algorithm,43,184,0.92,At Risk,low,High Completion,Casual viewer
U102589,60,Male,USA,North America,Premium,17.99,2023-03-29,2023-05-31,Card,No,Cancelled,Comedy Title 1942,Movie,Comedy,Yoruba,2014,Tablet,131,4,100,2023-07-08,Night,3,No,Algorithm,59,341,0.7,At Risk,low,High Completion,Heavy viewer
U102590,21,Female,Japan,Asia,Standard,13.99,2023-02-08,2026-02-07,Card,No,Active,Animation Title 2966,Movie,Animation,German,2018,Laptop,76,2,84,2023-11-19,Afternoon,3,No,Ads,8,235,0.68,Active,low,High Completion,Casual viewer
